,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
132,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
133,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
134,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
135,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
136,BHJOB15656_16794 - Data Scientist,-1,BHJOB15656_16794 - Data Scientist,3.7,Myticas Consulting,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
137,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1
138,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
139,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
140,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
141,Associate Data Scientist,"$110,000 /yr (est.)",Associate Data Scientist,3.8,Home Depot / THD,"Atlanta, GA","Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
142,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
143,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
144,Data Scientist,$87.50 /hr (est.),Data Scientist,5.0,Tricon IT Solutions (For End Clients),"Orlando, FL","Orlando, FL",-1,-1,-1,-1,-1,-1,-1
145,Data Scientist,-1,Data Scientist,5.0,Flipside Crypto,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
146,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
147,Data Scientist,$75.00 /hr (est.),Data Scientist,-1,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1
148,Jr. Data Scientist,"$90,880 /yr (est.)",Jr. Data Scientist,4.0,Deloitte,"Austin, TX","Austin, TX",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1
149,Data Scientist,"$122,500 /yr (est.)",Data Scientist,-1,Dataworks,Remote,Remote,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),-1
150,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
151,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
152,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
153,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
154,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
155,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
156,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
157,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
158,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
159,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1
160,Marketing Data Scientist,"$120,000 /yr (est.)",Marketing Data Scientist,4.4,Indeed,"Austin, TX","Austin, TX",10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD),-1
161,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
162,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
163,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
164,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
165,BHJOB15656_16794 - Data Scientist,-1,BHJOB15656_16794 - Data Scientist,3.7,Myticas Consulting,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
166,Jr. Data Scientist,"$90,880 /yr (est.)",Jr. Data Scientist,4.0,Deloitte,"Austin, TX","Austin, TX",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1
167,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
168,Data Scientist,$77.50 /hr (est.),Data Scientist,4.6,Kani Solutions,Remote,Remote,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 million (USD),-1
169,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
170,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
171,Data Scientist,$85.00 /hr (est.),Data Scientist,4.3,Infologitech,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
172,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
173,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
174,Data Scientist (REMOTE),"$101,276 /yr (est.)",Data Scientist (REMOTE),3.6,Foot Locker,"New York, NY","New York, NY",10000+ Employees,1974,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),-1
175,Associate Data Scientist,"$110,000 /yr (est.)",Associate Data Scientist,3.8,Home Depot / THD,"Atlanta, GA","Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
176,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
177,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
178,Data Scientist,$87.50 /hr (est.),Data Scientist,5.0,Tricon IT Solutions (For End Clients),"Orlando, FL","Orlando, FL",-1,-1,-1,-1,-1,-1,-1
179,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
180,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
181,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
182,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
183,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
184,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
185,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
186,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
187,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
188,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
189,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
190,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
191,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
192,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
193,BHJOB15656_16794 - Data Scientist,-1,BHJOB15656_16794 - Data Scientist,3.7,Myticas Consulting,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
194,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
195,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
196,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
197,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
198,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
199,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
200,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1
201,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
202,Jr. Data Scientist,"$90,880 /yr (est.)",Jr. Data Scientist,4.0,Deloitte,"Austin, TX","Austin, TX",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1
203,Associate Data Scientist,"$110,000 /yr (est.)",Associate Data Scientist,3.8,Home Depot / THD,"Atlanta, GA","Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
204,Marketing Data Scientist,"$120,000 /yr (est.)",Marketing Data Scientist,4.4,Indeed,"Austin, TX","Austin, TX",10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD),-1
205,Data Scientist,$75.00 /hr (est.),Data Scientist,-1,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1
206,Data Scientist,"$95,127 /yr (est.)",Data Scientist,3.9,Toyota,"Plano, TX","Plano, TX",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
207,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
208,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
209,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
210,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
211,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
212,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
213,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
214,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
215,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
216,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
217,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
218,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
219,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
220,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
221,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
222,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
223,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
224,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1
225,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
226,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
227,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
228,BHJOB15656_16794 - Data Scientist,-1,BHJOB15656_16794 - Data Scientist,3.7,Myticas Consulting,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
229,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
230,Jr. Data Scientist,"$90,880 /yr (est.)",Jr. Data Scientist,4.0,Deloitte,"Austin, TX","Austin, TX",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1
231,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
232,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
233,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
234,Marketing Data Scientist,"$120,000 /yr (est.)",Marketing Data Scientist,4.4,Indeed,"Austin, TX","Austin, TX",10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD),-1
235,Associate Data Scientist,"$110,000 /yr (est.)",Associate Data Scientist,3.8,Home Depot / THD,"Atlanta, GA","Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
236,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
237,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
238,Data Scientist,"$95,127 /yr (est.)",Data Scientist,3.9,Toyota,"Plano, TX","Plano, TX",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
239,Data Scientist,$75.00 /hr (est.),Data Scientist,-1,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1
240,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
241,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
242,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
243,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
244,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
245,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
246,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
247,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
248,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
249,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
250,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
251,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
252,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
253,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
254,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
255,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
256,Jr. Data Scientist,"$90,880 /yr (est.)",Jr. Data Scientist,4.0,Deloitte,"Austin, TX","Austin, TX",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1
257,BHJOB15656_16794 - Data Scientist,-1,BHJOB15656_16794 - Data Scientist,3.7,Myticas Consulting,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
258,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
259,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
260,Data Scientist,"$95,127 /yr (est.)",Data Scientist,3.9,Toyota,"Plano, TX","Plano, TX",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1
261,Associate Data Scientist,"$110,000 /yr (est.)",Associate Data Scientist,3.8,Home Depot / THD,"Atlanta, GA","Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1
262,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
263,Data Scientist,"$144,796 /yr (est.)",Data Scientist,4.1,Pinterest,"Seattle, WA","Seattle, WA",1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD),-1
264,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
265,Senior Data Scientist,"$165,585 /yr (est.)",Senior Data Scientist,4.2,Netflix,"Los Gatos, CA","Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),-1
266,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
